id,name,csp,cso,logo,service_offering,status,authorization,reuse,ready_status,ready_date,ip_jab_status,ip_jab_date,ip_agency_status,ip_agency_date,ip_pmo_status,ip_pmo_date,auth_date,auth_type,fedramp_ready,partnering_agency,fedramp_auth,annual_assessment,independent_assessor,service_model,deployment_model,impact_level,impact_level_number,leveraged_systems,agency_authorizations,agency_reuse,service_desc,sales_email,security_email,website,uei,small_business,business_function,service_last_90,all_others,filter_classes
FR1819057982,"The Coleridge Initiative, Inc.","The Coleridge Initiative, Inc.",Administrative Data Research Facility (ADRF),https://www.fedramp.gov/assets/img/logos/CSP_logos/Coleridge%20Logo.png,Administrative Data Research Facility (ADRF),FedRAMP Authorized,2,1,Not Active,No FRR Date,Not Active,Not Active,Not Active,2018-02-27T20:00:00.000Z,Not Active,2018-02-27T20:00:00.000Z,2018-09-12T20:00:00.000Z,Agency,No FRR Date,Not In Process,2018-09-12T20:00:00.000Z,03/30,"Lunarline, Inc.",['SaaS'],Public Cloud,Moderate,3,[],"['Department of Agriculture', 'National Science Foundation']",[''],"The ADRF system is designed to promote access to and use of government administrative records across agency lines. It provides access to collaborative tools and rich documentation so that knowledge and analysis can be shared and reused. It hosts confidential data for a range of agencies at the federal, state and local levels, and serves multiple domains - including criminal justice, welfare, labor, education, health, housing and transportation.",info@coleridgeinitiative.org,info@coleridgeinitiative.org,https://coleridgeinitiative.org/,,Yes,"['Analytics', 'Collaboration', 'Data Management', 'Education & Training', 'Research']",[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Public-Cloud filter-small-business-Yes filter-assessor-Lunarline-Inc- filter-service-model-SaaS filter-business-function-Analytics filter-business-function-Collaboration filter-business-function-Data-Management filter-business-function-Education-Training filter-business-function-Research
FR2118555665,Totara Learning Inc.,Totara Learning Inc.,Totara Talent Development Government Cloud Platform,https://www.fedramp.gov/assets/img/logos/CSP_logos/Totara%20Logo2.png,Totara Talent Development Government Cloud Platform,FedRAMP Authorized,1,0,Not Active,No FRR Date,Not Active,Not Active,Not Active,2021-12-16T20:00:00.000Z,Not Active,2022-12-06T20:00:00.000Z,2023-08-28T20:00:00.000Z,Agency,No FRR Date,Not In Process,2023-08-28T20:00:00.000Z,12/06,"Coalfire Systems, Inc.",['SaaS'],Government Community Cloud,Moderate,3,[],['Department of Agriculture'],[''],"The Totara Talent Experience Platform for Government & Public Sector, TotaraGov, provides adaptable learning management, learning experience, and performance management technologies for Federal, State and Local agencies. TotaraGov includes three distinct modules - Totara Learn, Totara Perform and Totara Engage. Combined, they form a unified talent experience platform for your users, bringing together all the critically important employee experience management tools and processes you need to thrive in your new world of work; learning, employee engagement, collaboration, high performance and, ultimately, productivity.

Totara Learn - An enterprise level learning management system supporting the full range of learning management activities and requirements. These include, but are not limited to, course and catalog management, compliance and required training, certification management, extensive learning activities including SCORM/AICC, Assessments, Instructor Lead and Virtual sessions, interactive lessons, and a robust reporting platform. As part of TotaraGov, our Government & Public Sector clients are also provided access to Totara Learning Inc.'s SF-182 module and Enterprise Human Resources Integration (EHRI) reporting solution.

Totara Perform - A performance management module with a focus on ongoing employee development. Perform features include a full suite of development activities to unlock the power of the organization and the employee and includes a tight integration with the LMS and Engage modules.

Totara Engage - An engagement module that presents a full range of collaboration, content curation, and workspace activities to unlock the Learning Experience in new and innovative ways.
Hosted in Amazon Web Services (AWS) GovCloud, TotaraGov provides a completely managed AWS (SaaS) hosted platform(s) as part of the Totara Learning Inc. AWS ecosystem in AWS GovCloud (US) Region(s).",michael.maurath@totaralearning.com,fedramp@totaralearning.com,http://www.totara.com/,Z3MNGHZMP439,Yes,"['Collaboration', 'Education & Training', 'Human Resources', 'System Administration']",[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Government-Community-Cloud filter-small-business-Yes filter-assessor-Coalfire-Systems-Inc- filter-service-model-SaaS filter-business-function-Collaboration filter-business-function-Education-Training filter-business-function-Human-Resources filter-business-function-System-Administration
F1602057825,TRAPWIRE,TRAPWIRE,TRAPWIRE Threat Detection and Analysis System,https://www.fedramp.gov/assets/img/logos/CSP_logos/Trapwire%20Logo.png,TRAPWIRE Threat Detection and Analysis System,FedRAMP Authorized,1,0,Not Active,No FRR Date,Not Active,Not Active,Not Active,2016-02-05T20:00:00.000Z,Not Active,2018-01-11T20:00:00.000Z,2018-08-08T20:00:00.000Z,Agency,No FRR Date,Pentagon Force Protection Agency,2018-08-08T20:00:00.000Z,05/24,SecureIT,['SaaS'],Public Cloud,Moderate,3,[],['Pentagon Force Protection Agency'],[''],"TRAPWIRE is the preeminent software platform for detecting and alerting on threats against your assets and personnel in real-time. It provides a comprehensive suite of tools all synchronized and accessible in one centralized, highly secure and encrypted platform, including:

- Incident reporting 
- Pattern analysis and threat detection 
- Originator-controlled information sharing 
- Mass warning and notifications 
- Cross-organizational collaboration 
- Mobile applications for reporting and alerts

The TRAPWIRE Threat Detection and Analysis System brings security organizations into a protection network that detects and alerts on mutual threats spanning time and geography, allowing users to break down stovepipes and interdict threats before they materialize into successful criminal or terrorist acts.The network encapsulates thousands of protected facilities and personnel spanning Federal, State, and Local Law Enforcement; Anti-Terrorism/Force Protection personnel; private/commercial security organizations; and community protection programs. Bringing all sectors together with modern technology and expert analytical support services, while maintaining ""originator control"" principles for each owner's data, empowers a tangible force multiplier effect.",,info@trapwire.com,https://trapwire.com/,,Yes,[''],[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Public-Cloud filter-small-business-Yes filter-assessor-SecureIT filter-service-model-SaaS filter-business-function-
F1602057825A,TRAPWIRE,TRAPWIRE,TRAPWIRE Threat Detection and Analysis System - High,https://www.fedramp.gov/assets/img/logos/CSP_logos/Trapwire%20Logo.png,TRAPWIRE Threat Detection and Analysis System - High,FedRAMP In Process,0,0,Not Active,No FRR Date,Not Active,Not Active,Not Active,2023-01-04T20:00:00.000Z,2023-09-20T20:00:00.000Z,2023-09-20T20:00:00.000Z,Not Active,Agency,No FRR Date,,Not Active,,SecureIT,['SaaS'],Public Cloud,High,4,[],[''],[''],"TRAPWIRE is the preeminent software platform for detecting and alerting on threats against your assets and personnel in real-time. It provides a comprehensive suite of tools all synchronized and accessible in one centralized, highly secure and encrypted platform, including:

- Incident reporting 
- Pattern analysis and threat detection 
- Originator-controlled information sharing 
- Mass warning and notifications 
- Cross-organizational collaboration 
- Mobile applications for reporting and alerts

The TRAPWIRE Threat Detection and Analysis System brings security organizations into a protection network that detects and alerts on mutual threats spanning time and geography, allowing users to break down stovepipes and interdict threats before they materialize into successful criminal or terrorist acts.The network encapsulates thousands of protected facilities and personnel spanning Federal, State, and Local Law Enforcement; Anti-Terrorism/Force Protection personnel; private/commercial security organizations; and community protection programs. Bringing all sectors together with modern technology and expert analytical support services, while maintaining ""originator control"" principles for each owner's data, empowers a tangible force multiplier effect.",,info@trapwire.com,https://trapwire.com/,,Yes,[''],[''],[''], filter-status-FedRAMP-In-Process filter-impact-level-High filter-auth-type-Agency filter-deployment-model-Public-Cloud filter-small-business-Yes filter-assessor-SecureIT filter-service-model-SaaS filter-business-function-
F1512017637,Trellix,Trellix,Trellix Email Security GovCloud,https://www.fedramp.gov/assets/img/logos/CSP_logos/Trellix%20Logo.png,Trellix Email Security GovCloud,FedRAMP Authorized,8,7,Not Active,No FRR Date,Not Active,Not Active,Not Active,2015-12-02T20:00:00.000Z,Not Active,2017-04-26T20:00:00.000Z,2017-07-05T20:00:00.000Z,Agency,No FRR Date,Not In Process,2017-07-05T20:00:00.000Z,12/17,"Fortreum, LLC",['SaaS'],Hybrid Cloud,Moderate,3,[],"['Centers for Disease Control and Prevention', 'Federal Reserve System', 'General Services Administration', 'Justice Management Division', 'National Science Foundation', 'United States Agency for International Development', 'United States Census Bureau', 'United States Securities and Exchange Commission']",[''],"The Trellix ESC GovCloud is a SaaS offering that provides advanced protections against modern sophisticated email attacks. ESC GovCloud consolidates advanced threat prevention with traditional Email Anti-Spam and Anti-Virus security to optimize spending, reduce false positives, and enable operational efficiencies through consolidation. ESC GovCloud can be deployed in line to analyze emails and quarantine threats for active protection, or as a passive monitor for 'bcc' type review of each email.

With no hardware or software to install, the ESC GovCloud is a particularly good fit for organizations seeking to move their infrastructure into the cloud. This eliminates the complexity of procuring, installing, and managing a physical infrastructure. ESC GovCloud provides organizations several unique capabilities, such as:

- Identifying previous targets of spear-phishing, impersonation, virus and spam emails
- Locating copies of the malicious email in target inboxes
- Finding out if the message is being forwarded to new targets
- Detection of advanced malicious URL threats
- The ESC Portal shows region- and industry-based malware trends, has customizable security policies, RBAC, and audit logging.

Organizations face an ever-increasing number of threats from email-based spam, viruses, and advanced threats. ESC GovCloud uses the signature-less Trellix Multi-vector Virtual Execution™ (MVX) engine to analyze every attachment and URL within emails to detect threats and stop advanced attacks in real-time. Today's advanced attacks use email as a primary delivery mechanism for malicious content. While some attacks use an attachment with embedded malicious code, it is common for cybercriminals to use a malicious link thereby blending attack tactics in the hopes of bypassing today's traditional defense silos. ESC GovCloud uses the cloud-based MVX engine to detonate email attachments against a cross-matrix of operating systems and applications, including multiple Web browsers and plug-ins like Adobe Reader and Flash. To block spear-phishing emails, ESC GovCloud analyzes every attachment using the MVX engine to accurately identify today's advanced attacks.

ESC GovCloud includes anti-virus and anti-spam engines and may also be paired with an organization's existing anti-virus and anti-spam email gateways.",,karan.sondhi@trellix.com,https://www.trellix.com/,,No,"['Communication', 'Cybersecurity & Risk Management', 'Data Management', 'Network Management']",[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Hybrid-Cloud filter-small-business-No filter-assessor-Fortreum-LLC filter-service-model-SaaS filter-business-function-Communication filter-business-function-Cybersecurity-Risk-Management filter-business-function-Data-Management filter-business-function-Network-Management
FR1935245314A,Trellix,Trellix,Trellix XDR GovCloud High,https://www.fedramp.gov/assets/img/logos/CSP_logos/Trellix%20Logo.png,Trellix XDR GovCloud High,FedRAMP In Process,0,0,Not Active,No FRR Date,Not Active,Not Active,Not Active,2023-03-06T20:00:00.000Z,2023-08-14T20:00:00.000Z,2023-08-14T20:00:00.000Z,Not Active,Agency,No FRR Date,Not In Process,Not Active,,Kratos,['SaaS'],Government Community Cloud,High,4,[],[''],[''],"Trellix XDR GovCloud is a SaaS offering that is deployed on AWS GovCloud IaaS. The SaaS offering is made up of a suite of solutions developed by Trellix. Trellix XDR GovCloud enables customers to centrally manage security for their organization while leveraging real-time monitoring and protection of the environment. Machine learning, artificial intelligence, and behavioral analysis are used to detect and respond to suspicious activity based on comparing observed activity to real-world adversarial attack techniques.",,karan.sondhi@trellix.com,https://www.trellix.com/,,No,[''],[''],[''], filter-status-FedRAMP-In-Process filter-impact-level-High filter-auth-type-Agency filter-deployment-model-Government-Community-Cloud filter-small-business-No filter-assessor-Kratos filter-service-model-SaaS filter-business-function-
FR1935245314,Trellix,Trellix,Trellix XDR GovCloud,https://www.fedramp.gov/assets/img/logos/CSP_logos/Trellix%20Logo.png,Trellix XDR GovCloud,FedRAMP Authorized,2,1,Not Active,No FRR Date,Not Active,Not Active,Not Active,2019-09-25T20:00:00.000Z,Not Active,2020-08-28T20:00:00.000Z,2020-10-02T20:00:00.000Z,Agency,No FRR Date,Not In Process,2020-10-02T20:00:00.000Z,02/03,Kratos,['SaaS'],Government Community Cloud,Moderate,3,[],"['Advisory Council on Historic Preservation', 'Federal Retirement Thrift Investment Board']",[''],"Trellix XDR GovCloud is a SaaS offering that is deployed on AWS GovCloud IaaS. The SaaS offering is made up of a suite of solutions developed by Trellix. Trellix XDR GovCloud enables customers to centrally manage security for their organization while leveraging real-time monitoring and protection of the environment. Machine learning, artificial intelligence, and behavioral analysis are used to detect and respond to suspicious activity based on comparing observed activity to real-world adversarial attack techniques.
 
- Trellix ePO is a complete centralized management console for using Trellix's Endpoint solution and enhance native security controls without the complexity of on-premises infrastructure.
- Trellix EDR provides Artificial Intelligence guided Endpoint, Detection, and Response solution to assist and force multiple your analyst capabilities when investigating attacks McAfee Real Protect Cloud is a machine learning cloud which enhances our Endpoints pre-execution machine learning with post-execution to detect dynamic behavior based on machine learning algorithms derived from over a billion sensors and over 30 years of experience.
- Trellix GTI is Based on activity from millions of sensors world-wide and an extensive research team, Trellix publishes timely, relevant threat activity via Trellix Global Threat Intelligence (GTI). This always-on, cloud-based threat intelligence service enables accurate protection against known and fast-emerging threats by providing threat determination and contextual reputation metrics. GTI integrates directly with our security products, instantly protecting against emerging threats to reduce operational efforts and time between detection and containment.
- Trellix TIE acts as a reputation broker that combines threat intelligence from imported global sources, such as Trellix Global Threat Intelligence (GTI) and third-party threat information (such as VirusTotal) with intelligence from local sources, including endpoints, gateways, and advanced analysis solutions. Using Trellix Data Exchange Layer (DXL), it instantly shares this collective intelligence across the security ecosystem, allowing security solutions to operate as one to enhance protection throughout the organization.
- Trellix Insights is an industry first proactive security solution that changes the cyber security paradigm with the capability to stop threats before the attack. It provides actionable and preemptive threat intelligence by leveraging Trellix's cutting-edge threat research, augmented with sophisticated AI applied to real-time threat telemetry streamed from over 1 billion sensors. This global insight is applied to assess an organization's environment and its security posture to predict and prioritize actions for the Security Operations Team.
- Trellix Titan is an internal cloud-based data lake solution designed to deliver high quality actionable threat intelligence to its consumers. Trellix Titan provides product telemetry and other dimensional data attributes needed for consumers to execute efficacy improvement actions and infer insights to protect customer environment. Trellix Titan pre-processor processes and enriches REST and REPPER telemetry data received from Trellix GTI with customer data which is consumed directly by Trellix Insights.",,karan.sondhi@trellix.com,https://www.trellix.com/,,No,[''],[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Government-Community-Cloud filter-small-business-No filter-assessor-Kratos filter-service-model-SaaS filter-business-function-
FR2028534270,Trello,Trello,Trello Enterprise Cloud,https://www.fedramp.gov/assets/img/logos/CSP_logos/Trello%20Logo.png,Trello Enterprise Cloud,FedRAMP Authorized,2,1,Not Active,No FRR Date,Not Active,Not Active,Not Active,2020-07-10T20:00:00.000Z,Not Active,2020-09-15T20:00:00.000Z,2020-09-23T20:00:00.000Z,Agency,No FRR Date,Not In Process,2020-09-23T20:00:00.000Z,03/21,"Coalfire Systems, Inc.",['SaaS'],Public Cloud,LI-SaaS,1,[],"['Department of Agriculture', 'General Services Administration']",[''],"Trello, an Atlassian product, is a visual collaboration tool that creates a shared perspective on any project. With an easy-to-grasp layout of boards, lists, and cards, Trello gives teams a shared workspace for projects of all kinds. Teamwork gets even more productive with automation and integrations with 150+ top work tools. Organize and manage work across your organization in a flexible and rewarding way - Trello is available via web or dedicated apps across desktop and mobile platforms.",,fedramp@atlassian.com,https://trello.com/home,,No,[''],[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-LI-SaaS filter-auth-type-Agency filter-deployment-model-Public-Cloud filter-small-business-No filter-assessor-Coalfire-Systems-Inc- filter-service-model-SaaS filter-business-function-
FR2226231529,Trend Micro Inc.,Trend Micro Inc.,Trend Micro Vision One for Government,https://www.fedramp.gov/assets/img/logos/CSP_logos/TrendMicro%20Logo.png,Trend Micro Vision One for Government,FedRAMP In Process,0,0,Not Active,No FRR Date,Not Active,Not Active,Not Active,2023-01-17T20:00:00.000Z,2024-01-12T20:00:00.000Z,2024-01-12T20:00:00.000Z,Not Active,Agency,No FRR Date,Federal Highway Administration,Not Active,,"Fortreum, LLC",['SaaS'],Government Community Cloud,Moderate,3,[],[''],[''],"Trend Micro Vision One for Government is a modern security operations platform that enables organizations to detect, investigate, prioritize, and respond to threats faster.  
 
With built-in security analytics and threat intelligence, Trend Micro Vision One correlates data across multiple security layers from native sensors and third-party data sources to help security teams quickly see the full story of an attack and respond faster and more confidently. 
 
Trend Micro Vision One serves the EDR use case with our Trend Micro Endpoint Sensor while delivering a solution path to a broader XDR strategy to extend detection and response to additional attack vectors, including servers and cloud workloads. 
 
Built for the SOC analyst, CISO, and threat hunter, this platform leverages AI and predictive machine learning to arm defenders with earlier threat detection and automated response options that make a difference. The visibility and efficiency provided by Trend Micro Vision One makes great security teams even better, enabling them to do more with less.  
 
Trend Micro is trusted by 9 out of the top 10 Fortune 500 companies, blocks over 94 billion threats per year, analyzes over 100 TB of threat information per day and processes over 2.5 trillion events per day. We are cyber security experts. ",trend4gov@trendmicro.com,alloftrendvog@trendmicro.com,https://www.trendmicro.com/,,No,['Cybersecurity & Risk Management'],[''],[''], filter-status-FedRAMP-In-Process filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Government-Community-Cloud filter-small-business-No filter-assessor-Fortreum-LLC filter-service-model-SaaS filter-business-function-Cybersecurity-Risk-Management
FR2226228379,Trend Micro Inc.,Trend Micro Inc.,Trend Micro Cloud One for Government,https://www.fedramp.gov/assets/img/logos/CSP_logos/TrendMicro%20Logo.png,Trend Micro Cloud One for Government,FedRAMP In Process,0,0,Not Active,No FRR Date,Not Active,Not Active,Not Active,2022-12-13T20:00:00.000Z,2023-12-14T20:00:00.000Z,2023-12-14T20:00:00.000Z,Not Active,Agency,No FRR Date,Federal Highway Administration,Not Active,,"Fortreum, LLC",['SaaS'],Public Cloud,Moderate,3,[],[''],[''],"Trend Micro offers the leading cybersecurity solution to protect endpoints, servers, and cloud workloads. Deploy security across your endpoints and physical, virtual, and multi-cloud environments to gain unified visibility, management, detection and prevention with Trend Micro Cloud One for Government. 

Native integrated endpoint and server detection and response (EDR/XDR) sensors allow for quicker detection of complex attacks that bypass prevention. This provides an unmatched understanding of the activity data in your environment and a balanced approach to security, as teams can quickly see the story of an attack and respond faster and more confidently. 

The platform's real-time prevention and detection capabilities (application control, anti-malware, behavioral analysis, machine learning, EDR, intrusion prevention (IPS), firewall, integrity monitoring, and log inspection) are managed via a single lightweight agent deployed on the endpoint, server, or VM being protected. Combined with a rich set of application programming interfaces (APIs), Trend Micro Cloud One for Government allows you to automate security and reduce impact on your teams. 

Trend Micro Is trusted by 9 out of the top 10 Fortune 500 companies, blocks over 94 billion threats per year, analyzes over 100 TB of threat information per day and processes over 2.5 trillion events per day. We are cyber security experts. ",,alloftrendcog@trendmicro.com,https://www.trendmicro.com/,,No,['Cybersecurity & Risk Management'],[''],[''], filter-status-FedRAMP-In-Process filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Public-Cloud filter-small-business-No filter-assessor-Fortreum-LLC filter-service-model-SaaS filter-business-function-Cybersecurity-Risk-Management
FR2110836406,Trustwave Government Solutions,Trustwave Government Solutions,Trustwave Fusion,https://www.fedramp.gov/assets/img/logos/CSP_logos/Trustwave%20Logo.png,Trustwave Fusion,FedRAMP In Process,0,0,Not Active,No FRR Date,Not Active,Not Active,Not Active,2023-08-29T20:00:00.000Z,2023-11-16T20:00:00.000Z,2023-11-16T20:00:00.000Z,Not Active,Agency,No FRR Date,United States Census Bureau,Not Active,,"Coalfire Systems, Inc.",['SaaS'],Government Community Cloud,Moderate,3,[],[''],[''],"Trustwave Government Fusion is the platform used for Trustwave's Managed Detection and Response (MDR) and Co-Managed SIEM/SOC (3SIEM) services designed for Federal agencies and other customers who require US Only based personnel in a government community cloud environment.  Our MDR and 3SIEM solutions provide monitoring, threat detection and remediation capabilities for our customers providing 24x7 real time monitoring, triage, threat hunting and intel, and SOAR functionality that integrates with existing customer security technologies.  Our platform provides scalability and easy onboarding for customers looking for augmentation or managed SOC services at a much lower cost than traditional on-premise SOC solutions.",,tgs_fedramp@trustwavegovt.com,https://www.trustwave.com/capabilities/by-industry/government/,,Yes,[''],[''],[''], filter-status-FedRAMP-In-Process filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Government-Community-Cloud filter-small-business-Yes filter-assessor-Coalfire-Systems-Inc- filter-service-model-SaaS filter-business-function-
FR2108649352,"Tyler Federal, LLC","Tyler Federal, LLC",Tyler Federal Product Suite,https://www.fedramp.gov/assets/img/logos/CSP_logos/TF%20Logo.png,Tyler Federal Product Suite,FedRAMP Authorized,37,36,Not Active,2014-05-20T20:00:00.000Z,Not Active,Not Active,Not Active,2013-12-04T20:00:00.000Z,Not Active,2014-06-06T20:00:00.000Z,2014-06-06T20:00:00.000Z,Agency,2014-05-20T20:00:00.000Z,Not In Process,2014-06-06T20:00:00.000Z,07/28,Emagine IT,"['PaaS', 'SaaS']",Government Community Cloud,Moderate,3,[],"['Bureau of Indian Affairs', 'Commodity Futures Trading Commission', 'Consumer Financial Protection Bureau', 'Customs and Border Protection', 'Defense Nuclear Facilities Safety Board', 'Department of Agriculture', 'Department of Commerce', 'Department of Education', 'Department of Housing and Urban Development', 'Department of Labor', 'Department of the Interior', 'Department of the Treasury', 'Environmental Protection Agency', 'Federal Deposit Insurance Corporation', 'Federal Energy Regulatory Commission', 'Federal Housing Finance Agency', 'Fish and Wildlife Service', 'General Services Administration', 'Justice Management Division', 'National Oceanic and Atmospheric Administration', 'National Science Foundation', 'Nuclear Regulatory Commission', 'Office of Personnel Management', 'Peace Corps', 'Pension Benefit Guaranty Corporation', 'Small Business Administration', 'Social Security Administration', 'Tennessee Valley Authority', 'United States Agency for International Development', 'United States Mint', 'United States Patent and Trademark Office', 'United States Securities and Exchange Commission']",[''],"The Tyler Federal Product Suite (formerly MicroPact Product Suite), which includes icomplaints® and entellitrak®, is delivered via a Software as a Service (SaaS) and a Platform as a Service (PaaS) model to U.S. federal, state, and local government customers. Icomplaints is the leading standard for federal EEO case management and is used by most major federal agencies. Entellitrak, which takes a Data-First™ approach to dynamic case management and Business Process Management (BPM), is available with fully integrated Document Management, Natural Language Analytics, and Mobile Modules. Whether based on-premises or in the cloud, entellitrak can be implemented immediately and configured continuously, enabling customers to get to work quickly while keeping costs low. Tyler Federal is unique as a developer of commercial off-the-shelf (COTS) case management and BPM software in that 97 percent of all federal agencies with more than 500 employees currently use one or more solution from the Tyler Federal Product Suite.",,FD-infosec@tylertech.com,https://www.tylertech.com/,,No,[''],[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Government-Community-Cloud filter-small-business-No filter-assessor-Emagine-IT filter-service-model-PaaS filter-service-model-SaaS filter-business-function-
SOCRATA,Tyler Technologies Data & Insights,Tyler Technologies Data & Insights,"Tyler Data Platform, powered by Socrata",https://www.fedramp.gov/assets/img/logos/CSP_logos/Tyler%20Logo.png,"Tyler Data Platform, powered by Socrata",FedRAMP Authorized,8,7,Not Active,No FRR Date,Not Active,Not Active,Not Active,2015-03-02T20:00:00.000Z,Not Active,2016-12-29T20:00:00.000Z,2017-05-15T20:00:00.000Z,Agency,No FRR Date,Not In Process,2017-05-15T20:00:00.000Z,11/09,SecureIT,['SaaS'],Public Cloud,Moderate,3,[],"['Department of Agriculture', 'Department of Transportation', 'Department of Veterans Affairs', 'Federal Communications Commission', 'Federal Deposit Insurance Corporation', 'Office of Justice Programs', 'United States Agency for International Development']",[''],"The Tyler Data Platform, powered by Socrata®, which includes Enterprise Data Platform and Open Data Platform, is the market leader in making government data discoverable, usable, and actionable for government workers and the people they serve. Tyler Data & Insights provides the data platform and cloud applications exclusively for city, county, state, and federal government organizations. Government programs generate massive amounts of data, but most of it is locked away in hard-to-access data silos. The Tyler Data Platform provides enterprise-wide data management for government analytics by bringing together disparate systems and leveraging the cloud to enable secure access to authoritative data. Tyler Data & Insights solutions are designed and developed to meet strict government compliance standards. The technology is optimized on the Amazon Web Services (AWS) Cloud.",info@tylertech.com,DI-security@tylertech.com,https://www.tylertech.com/solutions/transformative-technology/data-insights,,Yes,"['Analytics', 'Collaboration', 'Communication', 'Content Management System (CMS)', 'Data Management', 'Law Enforcement', 'Research']",[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Public-Cloud filter-small-business-Yes filter-assessor-SecureIT filter-service-model-SaaS filter-business-function-Analytics filter-business-function-Collaboration filter-business-function-Communication filter-business-function-Content-Management-System-CMS- filter-business-function-Data-Management filter-business-function-Law-Enforcement filter-business-function-Research
FR2208555094,UberEther,UberEther,IAM Advantage,https://www.fedramp.gov/assets/img/logos/CSP_logos/UberEther%20Logo.png,IAM Advantage,FedRAMP Authorized,1,0,Not Active,No FRR Date,Not Active,Not Active,Not Active,2022-10-27T20:00:00.000Z,Not Active,2023-03-09T20:00:00.000Z,2023-10-26T20:00:00.000Z,Agency,No FRR Date,Defense Information Systems Agency,2023-10-26T20:00:00.000Z,2023-03-09T20:00:00.000Z,"A-LIGN Compliance and Security, Inc. dba A-LIGN",['SaaS'],Government Community Cloud,High,4,[],['Defense Information Systems Agency'],[''],"The identity and access management landscape is constantly evolving, and it can be difficult to keep up with the latest changes. UberEther's (IAM) Advantage platform provides a comprehensive, end-to-end identity management solution that helps organizations stay ahead of the curve. The platform includes leading identity and access management products from vendors such as CyberArk, Nok Nok, PingIdentity, Radiant Logic, and SailPoint, all of which are tailored for the federal government. In addition, it is the only platform that offers a private tenant option for customers who want to keep their data completely under their own control. With UberEther's (IAM) Advantage platform, organizations can confidently deliver the first pillar of Zero Trust.

You need to give employees, contractors, and partners the right level of access to applications and data, while protecting your most sensitive information from bad actors. But in today's digital world, identity security is about much more than just keeping bad actors out. It's also about making sure that your employees, contractors, and partners can easily and securely access the resources they need to do their jobs. 

Our (IAM) Advantage solution provides the capabilities you need to secure your enterprise, from the desktop to the datastore. We offer seamless SSO and federation, multiple NIST 800-63 multi-factor authentication options, privileged user management, and separation of duties enforcement. Plus, our identity model is CDM-compliant, so you can be sure that you can meet your compliance needs while making sure the data is accurate and up-to-date. We help you accelerate your digital transformation while keeping your enterprise safe.",fedramp@uberether.com,fedramp-security@uberether.com,https://uberether.com/iam-advantage/,TBQ8EKVY9CG4,Yes,"['Analytics', 'Collaboration', 'Cybersecurity & Risk Management', 'Development Tools', 'Network Management', 'Virtual Private Network (VPN)']",[''],[''], filter-status-FedRAMP-Authorized filter-impact-level-High filter-auth-type-Agency filter-deployment-model-Government-Community-Cloud filter-small-business-Yes filter-assessor-A-LIGN-Compliance-and-Security-Inc-dba-A-LIGN filter-service-model-SaaS filter-business-function-Analytics filter-business-function-Collaboration filter-business-function-Cybersecurity-Risk-Management filter-business-function-Development-Tools filter-business-function-Network-Management filter-business-function-Virtual-Private-Network-VPN-
FR2132958724,UiPath,UiPath,Automation Cloud Public Sector,https://www.fedramp.gov/assets/img/logos/CSP_logos/UiPath%20Logo.png,Automation Cloud Public Sector,FedRAMP In Process,0,0,Not Active,No FRR Date,Not Active,Not Active,Not Active,2022-04-05T20:00:00.000Z,2023-04-19T20:00:00.000Z,2023-04-19T20:00:00.000Z,Not Active,Agency,No FRR Date,Not In Process,Not Active,,"Schellman Compliance, LLC",['SaaS'],Government Community Cloud,Moderate,3,[],[''],[''],"UiPath Automation Cloud Public Sectoris a SaaS solution, offered via the web to customers who want to manage their automations without the overhead of going through installing and managing the on-prem version of UiPath's orchestrator and other management solutions. UiPath Automation Cloud allows customers to manage their licenses, add multiple tenants with different services, manage user access for these services, access Orchestrator services to create Robots, environments, machines, processes, run jobs, create schedules - essentially allowing customers to perform robot management activities from one centralized, secure location on the cloud. This is hosted at Microsoft Azure GovCloud data centers, leveraging a variety of Azure provided services in GovCloud. The Azure regions from which the services are hosted include Virginia and Arizona. Services included: Automation Cloud and Cloud Orchestrator.",,fedramp@uipath.com,https://www.uipath.com/,,Yes,[''],[''],[''], filter-status-FedRAMP-In-Process filter-impact-level-Moderate filter-auth-type-Agency filter-deployment-model-Government-Community-Cloud filter-small-business-Yes filter-assessor-Schellman-Compliance-LLC filter-service-model-SaaS filter-business-function-
